ccn,name,state,city,homepage,cdm_indirect_url,cdm_url
450076,"UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,THE",TX,HOUSTON,https://www.mdanderson.org/,https://www.mdanderson.org/patients-family/becoming-our-patient/planning-for-care/insurance-billing-financial-support/health-care-disclosures.html,https://www.mdanderson.org/content/dam/mdanderson/documents/patients-and-family/becoming-our-patient/planning-for-care/74-6001118_MD%20Anderson%20Cancer%20Center_StandardCharges.csv
452044,LIFECARE HOSPITALS OF NORTH TEXAS,TX,DALLAS,https://www.lifecare-health.com/dallas,,
340021,ATRIUM HEALTH CLEVELAND,NC,SHELBY,https://atriumhealth.org/,https://atriumhealth.org/for-patients-visitors/financial-assistance/pricing,https://chsprodrsrcegrporg385.blob.core.windows.net/cms-price-transparency/560529945_atrium-health-cleveland_standardcharges.json
313032,"KESSLER INSTITUTE FOR REHABILITATION,INC",NJ,MARLTON,https://www.kessler-rehab.com/,https://www.kessler-rehab.com/patients-and-caregivers/admissions/pricing-transparency/,https://resources.selectmedical.com/Pricing-Transparency/inpatient-rehabilitation/22-3486125_Kessler_Institute_for_Rehabilitation-Chester_standardcharges.csv
420037,PRISMA HEALTH HILLCREST HOSPITAL,SC,SIMPSONVILLE,https://prismahealth.org/,https://prismahealth.org/patients-and-guests/billing-and-insurance/price-estimates,https://prismahealth.org/getmedia/2811042e-b9b1-48fe-b492-2fe834e33dc4/81-1723202_hillcrestmemorialhospital_standardcharges.xlsx
381320,COLUMBIA MEMORIAL HOSPITAL,OR,ASTORIA,https://www.columbiamemorial.org/,https://ezcost.info/Columbia-Memorial-Hospital,https://storage.googleapis.com/moad-outputs/columbia-memorial-hospital_standardcharges.json
360372,OHIO ORTHOPEDIC SURGERY INSTITUTE LLC,OH,GROVE CITY,https://www.ohiohealth.com/,https://www.ohiohealth.com/patients-and-visitors/prepare-for-your-visit/price-estimator,https://www.ohiohealth.com/siteassets/patients-and-visitors/preparing-for-your-visit/out-of-pocket-estimates/31-4394942_grove-city_standardcharges.xlsx
49038F,FORT BELVOIR COMMUNITY HOSPTIAL,VA,FORT BELVOIR,https://belvoirhospital.tricare.mil/,,
452046,CORNERSTONE SPECIALTY HOSPITALS HOUSTON MEDICAL CE,TX,HOUSTON,https://www.chghospitals.com/,https://www.chghospitals.com/location/cornerstone-specialty-hospitals-tucson/,https://www.chghospitals.com/wp-content/uploads/2022/09/472654841_CSHTucson_standardcharges.csv
450078,ANSON GENERAL HOSPITAL,TX,ANSON,https://www.ansongeneralhospital.com/,https://www.ansongeneralhospital.com/,https://3b3368e6-e296-4601-82e1-58368c1e5fc8.filesusr.com/ugd/295140_6683d190fbf847709abb4725a0075e56.xlsx
313035,ENCOMPASS HEALTH REHAB HOSPITAL OF TINTON FALLS,NJ,TINTON FALLS,https://encompasshealth.com/,https://encompasshealth.com/locations/tintonfallsrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/631254173encompass-health-rehabilitation-hospital-of-tinton-falls-standard.csv
340023,ADVENTHEALTH HENDERSONVILLE,NC,HENDERSONVILLE,https://www.adventhealth.com/,https://www.adventhealth.com/pricelist,https://www.adventhealth.com/sites/default/files/CDM/2022/560543246_AdventHealth_Hendersonville_standardcharges.json
381321,GRANDE RONDE HOSPITAL,OR,LA GRANDE,https://www.grh.org/,https://www.grh.org/patients-visitors/price-transparency/,https://res.cloudinary.com/dpmykpsih/raw/upload/grande-ronde-site-351/media/r/4cd7e44e4b714977b8019c80a732c329/93-0505325_granderonde_standardcharges.csv
420038,PRISMA HEALTH LAURENS COUNTY HOSPITAL,SC,CLINTON,https://prismahealth.org/,https://prismahealth.org/patients-and-guests/billing-and-insurance/price-estimates,https://prismahealth.org/getmedia/4b25aa51-f28c-4591-b164-29b732a00129/81-1723202_laurencountymemorialhospital_standardcharges.xlsx
491300,BATH COMMUNITY HOSPITAL,VA,HOT SPRINGS,https://bathhospital.org/,https://bathhospital.org/patients-and-visitors/financial-services/understanding-pricing/,https://bathhospital.org/wp-content/uploads/2021/10/540505913_Bath-Community-Hospital_StandardCharges.xlsx
360373,"NATIONWIDE CHILDREN’S HOSPITAL TOLEDO, LLC",OH,TOLEDO,https://www.nationwidechildrens.org/,https://www.nationwidechildrens.org/locations/toledo/patient-resources/pay-my-bill/price-information-list,https://www.nationwidechildrens.org/-/media/nch/locations/documents/toledo/861592742-nationwide-childrens-hospital-toledo.ashx
280111,COLUMBUS COMMUNITY HOSPITAL,NE,COLUMBUS,https://www.columbushosp.org/,https://www.columbushosp.org/for_patients_visitors/estimator.aspx,http://columbushosp.org/sites/www/Uploads/files/cdm_spreadsheet.csv
450079,BAYLOR SCOTT AND WHITE MEDICAL CENTER  IRVING,TX,IRVING,https://www.bswhealth.com/,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/75-2586857_baylor-scott-and-white-medical-center-irving_standardcharges.csv
452051,UT HEALTH EAST TEXAS SPECIALTY HOSPITAL,TX,TYLER,https://uthealtheasttexas.com/,https://uthealtheasttexas.com/,https://coc.ardenthealthservices.com/2022/easttexas/2022_UTHealthSpecialtyHospital_standardcharges.txt
340024,SAMPSON REGIONAL MEDICAL CENTER,NC,CLINTON,https://www.sampsonrmc.org/,https://www.sampsonrmc.org/patients-billing-and-payment,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSRMCCLINTONNC&type=CDMWithoutLabel
420043,CHEROKEE MEDICAL CENTER,SC,GAFFNEY,https://www.spartanburgregional.com/,https://www.spartanburgregional.com/standardcharges,https://www.spartanburgregional.com/sites/default/files/2022-10/832531807_cherokee-medical-center_standardcharges.json
381322,CURRY GENERAL HOSPITAL,OR,GOLD BEACH,https://www.curryhealthnetwork.com/,https://www.curryhealthnetwork.com/getpage.php?name=Pricing_of_Services,https://www.curryhealthnetwork.com/docs/CHN_CDM_as_of_12302021.csv
491302,CARILION GILES COMMUNITY HOSPITAL,VA,PEARISBURG,https://www.carilionclinic.org/,https://www.carilionclinic.org/pricing,https://www.carilionclinic.org/sites/default/files/2021-12/540549603_Carilion-Giles-Community-Hospital_StandardCharges.csv
280125,FAITH REGIONAL HEALTH SERVICES,NE,NORFOLK,https://www.frhs.org/,https://www.frhs.org/patients-visitors/billing-insurance-financial-assistance/cost-care/,
36037E,LIMA STATE HOSP,OH,LIMA,,,
313036,ENCOMPASS HEALTH REHAB HOSPITAL OF VINELAND,NJ,VINELAND,https://encompasshealth.com/,https://encompasshealth.com/locations/vinelandrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/26-2414472_encompass-health-rehabilitation-hospital-of-vineland_standardcharges.csv
452055,CORNERSTONE SPECIALTY HOSPITALS MEDICAL CENTER,TX,HOUSTON,https://www.chghospitals.com/,https://www.chghospitals.com/location/cornerstone-specialty-hospitals-bossier-city/,https://www.chghospitals.com/wp-content/uploads/2022/09/472639436_CSHBossierCity_standardcharges.csv
450080,TITUS REGIONAL MEDICAL CENTER,TX,MOUNT PLEASANT,https://www.titusregional.com/,,
420048,KERSHAW MEDICAL CENTER,SC,CAMDEN,https://muschealth.org/,https://muschealth.org/patients-visitors/billing/what-musc-charges,https://muschealth.org/-/sm/health/patients-visitors/billing/f/474121273-musc-health-kershaw-standard-charges.ashx
340027,UNC LENOIR HEALTH CARE,NC,KINSTON,https://www.unclenoir.org/,https://www.unchealthcare.org/patients-families-visitors/billing-financial-assistance/chargemaster/,http://portalapprev.com/ptapp/#3903c4d6330984f9b7e84e01ab9e392c4786dfac56f8105778ef27c66cdf035
491303,DICKENSON COMMUNITY HOSPITAL,VA,CLINTWOOD,https://www.balladhealth.org/,https://www.balladhealth.org/patients-visitors/price-estimator-standard-charges,https://dl2.boxcloud.com/d/1/b1!gRnxSDqn-A1UIdEgtFfq0Reprv2G_O1lZ-BEguAx00mjEC4lyiN4j6Ffv3SqAIvTSmW9skXUhJgkwuXULr_kPvE5aJqjoyRT_GVWYjLR9P5P0B0K0VjKUA7_L8AFrLfEIVNaSz4CBbAo-W3gk3z7HRDxXT5R7UFsQnUb3um9bT9WDAjWbwIAC5qgHgAa-mYCLpffyBv6mA8uWw4chrYdyOGvPFuOiL5zuLZEk4TsWCS-ABGXOYv1h12lHcNkbZP5idUJf-G0tjn8IWPfS3btiP7BK0bdwAgiQfyehrWdiJaZKAlcEmEtnm0CcUF55n_OHF_YzG85p1ByB_1lfSx7JWi6vqwr9ApiP4ZZXLon2pGFBAai1M1NCm9AJnX_5xHOpi4vLGBeq3Shn7x_7qYwXba_6JZA0h4YkWlkPA8zLNb6lOZWeOZY4MdDme1td3EDipBalSgqJ5iU4XGmEPdbmcNHPeUVMJkDowOywep7oOjHcjVT8GIeGNq-b9jdDVLSl__g2-5rqZNrAgIk_SpbhTwGeMK5kMNbBzQb3rdqAAADNKXYzfmKSwRghtMDD_t8DgoKikJyD4l44bm1cm9necIwycidZeQ0dchuJHXhNUG89KALnwPryk82K6qV9obxioXGYzN9WT9nPIKCMSHRGpMsKMAu3eDkE6zpI9tY7YcclWdXp5fTM50O2tj2gbhknQ8eIz3r6b7SSSD3RnA0DSubP6AHU87FYVGncWcnlRNMpqWazpa9kcNCXvtWn-ik4PimJtmDz8HP6eH6gZ_0Y4k75hAIx0EJUH30gJ-GxXdTd318L0P1eM0gBNqrqgsFofDS4RfayGbKwGt8aZ6oV2XCTHNwd4rkeO_ZpJhCAT2TgfJdMSRqvtLKrrm8Hhm2Knalfif2lM-8YtPLkTDC2i1RR85piu-dlJosBJW07ubViIYpKApOkwQCfnfbX0UjapGUvPHiW7CASHITXHETUg4jhZCY_ADJHkQGOMSv031-bK2mPZEjIoYDMJxvinsXaiKBGk5t2nHWvV_lPSxcccRkawslzDaDP3rDBKgL-B_Tji8xFnv0mDMEoHVwjg6XvCc0RayJfC9FOGkHqAwwyX6GGVv5RhNHduYcYDyMItuEHpHOZT6AMpIKdI671AAnDwd9C1rDSACuxcFbI7Nhpeuy9zN4G3fRHN17RrIanCeJ-Zbu0XLsSeMu1Hu8oXz8FbjCW4w2CP8IesBfdqzoDQzo_8-cEnZGtX3aPvTeQ5RYORfkeGGMDfygbqNrpWSbZrBO8S29VCjxmh-zExClh0D1ZVMJee90JM8./download
381323,SAMARITAN LEBANON COMMUNITY HOSPITAL,OR,LEBANON,https://www.samhealth.org/,https://www.samhealth.org/patient-visitors/make-a-payment/learn-more-about-price-transparency,https://www.samhealth.org/-/media/SHS/Documents/English/002-General-Patient-Ed/Transparency-Spreadsheets/Standard%20Charges%20SLCH%20and%20SPCH%20and%20SNLH%20-%208-2022.xlsx
36040E,GIBBONS HOSP,OH,CELINA,,,
280127,LINCOLN SURGICAL HOSPITAL,NE,LINCOLN,https://lincolnsurgery.com/,https://lincolnsurgery.com/financial/billing-policies/,
452056,PAM  SPECIALTY HOSPITAL OF VICTORIA SOUTH,TX,VICTORIA,https://pamhealth.com/,https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-Victoria-South,https://search.hospitalpriceindex.com/allServices/Specialty%20Hospital%20of%20Victoria%20North_Victoria%20South/8344/all
313038,ATLANTIC REHABILITATION INSTITUTE,NJ,MADISON,https://www.atlanticrehabinstitute.com/,https://www.atlanticrehabinstitute.com/patient-experience/financial-assistance,https://www.atlanticrehabinstitute.com/docs/librariesprovider4/default-document-library/814711074_atlanticrehabilitationinstitute_standardcharges.csv
420049,CONWAY MEDICAL CENTER,SC,CONWAY,https://www.conwaymedicalcenter.com/,https://www.conwaymedicalcenter.com/billing-insurance/,https://www.conwaymedicalcenter.com/uploads/570314381_conway-medical-center_standardcharges.xml
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,TX,BEEVILLE,https://www.christushealth.org/,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/pricing-transparency/machine-readable-files-for-price-transparency_may-2022-update/patient-resources/741109836_spohnhospitalbeeville_standardcharges.ashx
491304,CARILION STONEWALL JACKSON HOSPITAL,VA,LEXINGTON,https://www.carilionclinic.org/,https://www.carilionclinic.org/pricing,https://www.carilionclinic.org/sites/default/files/2021-12/540568001_Carilion-Rockbridge-Community-Hospital_StandardCharges.csv
340028,CAPE FEAR VALLEY MEDICAL CENTER,NC,FAYETTEVILLE,https://www.capefearvalley.com/,https://www.capefearvalley.com/patients/price-transparency.html,https://www.capefearvalley.com/patients/readable-files/560845796_Cape-Fear-Valley-Medical-Center_standardcharges.csv
36041E,WOODRUFF HOSP,OH,CLEVELAND,https://asylumprojects.org/index.php/Main_Page,,
381324,ST CHARLES MADRAS,OR,MADRAS,https://www.stcharleshealthcare.org/,https://www.stcharleshealthcare.org/patients/billing-and-insurance/list-standard-hospital-charges,https://stcharleshealthcare.hrm.healthgrades.com/acton/attachment/16479/f-e8a9c38c-1960-4e19-8a34-dd46012e76ee/1/-/-/-/-/93-0602940_StCharlesHealthSystem_Madras_standardcharges.csv
452057,NEXUS SPECIALTY HOSPITAL THE WOODLANDS,TX,THE WOODLANDS,https://nexushealthsystems.com/,,
280128,CHI HEALTH NEBRASKA HEART,NE,LINCOLN,https://www.chihealth.com/,https://www.chihealth.com/en/patients-visitors/price-transparency/standard-charges.html,https://www.chihealth.com/content/dam/chi-health/website/documents/cost-estimates/Charges_CSVreport_11_Jan_2021_NebraskaHeart.csv
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,SC,FLORENCE,https://www.mcleodhealth.org/,https://www.mcleodhealth.org/about-us/price-transparency/,https://www.mcleodhealth.org/wp-content/uploads/2022/03/57-0370242_McLeod_Health_MRMC_standardcharges-rev.xlsx
313300,CHILDREN'S SPECIALIZED HOSPITAL,NJ,NEW BRUNSWICK,https://www.rwjbh.org/,https://www.rwjbh.org/childrens-specialized-hospital/patients-visitors/billing-financial-and-insurance-information/charges/,https://www.rwjbh.org/documents/csh/Childrens_Specialized_Hospital_CDM.xlsx
491305,SHENANDOAH MEMORIAL HOSPITAL,VA,WOODSTOCK,https://www.valleyhealthlink.com/,https://www.valleyhealthlink.com/patients-visitors/for-patients/request-a-patient-cost-estimate/price-transparency/,https://www.valleyhealthlink.com/documents/pricing%20transparency/2022-VAL_VLY_FullCdm_PriceTransparency.1)6.8.22.xlsx
450083,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,TX,TYLER,https://uthealthtylerhospital.com/,https://uthealthtylerhospital.com/cost-care,https://coc.ardenthealthservices.com/2022/easttexas/2022_UTHealthTylerHospital_standardcharges.txt
36042F,AIRFORCE MEDICAL CTR WRIGHT-PATTERSON,OH,WRIGHT PATTERSON AFB,https://wrightpatterson.tricare.mil/,,
340030,DUKE UNIVERSITY HOSPITAL,NC,DURHAM,https://www.dukehealth.org/,https://www.dukehealth.org/paying-for-care/what-duke-charges-services,https://www.dukehealth.org/sites/default/files/general_page/56-2070036_DUH_standardcharges_cdm.xlsb
452059,PAM SPECIALTY HOSPITAL OF SAN ANTONIO MEDICAL CEN,TX,SAN ANTONIO,https://pamhealth.com/,https://pamhealth.com/facilities/find-facility/specialty-hospitals/pam-specialty-hospital-san-antonio-south-campus,https://search.hospitalpriceindex.com/allServices/Specialty%20Hospital%20of%20San%20Antonio%20South/8342/all
381325,GOOD SHEPHERD MEDICAL CENTER,OR,HERMISTON,https://www.gshealth.org/,https://www.gshealth.org/paying-for-your-care,https://www.gshealth.org/wp-content/uploads/930425580_GoodShepherdMedicalCenter_StandardCharges.xlsx
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,SC,NEWBERRY,https://www.newberryhospital.org/,https://www.newberryhospital.org/patients-visitors/billing-insurance/pricing-transparency,https://search.hospitalpriceindex.com/hpi2/hospital/Newberry%20County%20Memorial%20Hospital/8016
280129,ORTHONEBRASKA HOSPITAL,NE,OMAHA,https://orthonebraska.com/,https://orthonebraska.com/patients-visitors/billing-insurance/,https://orthonebraska.pt.panaceainc.com/MRFDownload/orthonebraska/orthonebraska
491307,"PAGE MEMORIAL HOSPITAL, INC",VA,LURAY,https://www.valleyhealthlink.com/,https://www.valleyhealthlink.com/patients-visitors/for-patients/request-a-patient-cost-estimate/price-transparency/,https://www.valleyhealthlink.com/documents/pricing%20transparency/2022-VAL_VLY_FullCdm_PriceTransparency.1)6.8.22.xlsx
313302,WEISMAN CHILDRENS REHABILITATION HOSPITAL,NJ,MARLTON,https://www.weismanchildrens.com/,https://www.weismanchildrens.com/,https://www.weismanchildrens.com/wp-content/uploads/2022/04/ChargeMaster.pdf
361300,PAULDING COUNTY HOSPITAL,OH,PAULDING,https://pauldingcountyhospital.com/,https://pauldingcountyhospital.com/financial-assistance/,https://secureservercdn.net/45.40.149.113/9n8.2a4.myftpupload.com/wp-content/uploads/2019/01/chargemaster_jan2019.pdf
450085,GRAHAM REGIONAL MEDICAL CENTER,TX,GRAHAM,https://www.grahamrmc.com/,https://chc.la/ch-cerritos/,https://chc.la/954124770_CHCM_standardcharges.csv
452060,VIBRA HOSPITAL OF AMARILLO,TX,AMARILLO,https://vhamarillo.com/,https://vhamarillo.com/about-us/price-transparency/,https://vhamarillo.com/wp-content/uploads/sites/2/2022/08/462640171_Vibra-Hospital-of-Amarillo_Standard-Charges.csv
340032,CAROMONT REGIONAL MEDICAL CENTER,NC,GASTONIA,https://www.caromonthealth.org/,https://www.caromonthealth.org/Patients-Visitors/Care-Cost-Estimate.aspx,https://www.caromonthealth.org/documents/560619359_CaroMont-Regional-Medical-Center_StandardCharges.csv
420055,MUSC HEALTH MARION MEDICAL CENTER,SC,MULLINS,https://muschealth.org/,https://muschealth.org/patients-visitors/billing/what-musc-charges,https://muschealth.org/-/sm/health/patients-visitors/billing/f/571098556-musc-health-marion-standard-charges.ashx
382004,VIBRA SPECIALTY HOSPITAL OF PORTLAND,OR,PORTLAND,https://vshportland.com/,https://vshportland.com/about-us/price-transparency/,https://vshportland.com/wp-content/uploads/sites/39/2022/08/205338343_Vibra-Specialty-Hospital-of-Portland_Standard-Charges.csv
521338,PRAIRIE RIDGE HEALTH,WI,COLUMBUS,https://www.prairieridge.health/en/,https://prairieridge.health/en/chargemaster,https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Payment/AcuteInpatientPPS/Downloads/FAQs-Req-Hospital-Public-List-Standard-Charges.pdf
491308,RAPPAHANNOCK GENERAL HOSPITAL,VA,KILMARNOCK,https://www.bonsecours.com/,https://www.bonsecours.com/patient-resources/estimate-your-cost,https://www.bonsecours.com/-/media/bon-secours/patients-and-visitors/corporate/pricing/237424835_rappahannock_standardcharges.ashx
361301,COMMUNITY MEMORIAL HOSPITAL,OH,HICKSVILLE,https://communitymemorial.org/,https://hospitalpricelists.org/Community-Memorial-Hospital,https://search.hospitalpriceindex.com/hpi2/hospital/Community%20Memorial%20Hospital/8403
314001,SUMMIT OAKS HOSPITAL,NJ,SUMMIT,https://summitoakshospital.com/,https://summitoakshospital.com/standard-services/,https://uhsfilecdn.eskycity.net/bh/201021210-summit-oaks-standard_charges.csv
452061,POST ACUTE MEDICAL SPECIALTY HOSPITAL OF TEXARKANA,TX,TEXARKANA,https://pamhealth.com/,https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-Texarkana-North,https://search.hospitalpriceindex.com/allServices/Specialty%20Hospital%20of%20Texarkana/8343/all
450087,MEDICAL CITY NORTH HILLS,TX,NORTH RICHLAND HILLS,https://medicalcityhealthcare.com/,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/62-1682205_medical-city-north-hills_standardcharges.csv
280130,CHI HEALTH LAKESIDE,NE,OMAHA,https://www.chihealth.com/,https://www.chihealth.com/en/patients-visitors/price-transparency/standard-charges.html,https://www.chihealth.com/content/dam/chi-health/website/documents/cost-estimates/Charges_CSVreport_11_Jan_2021_Lakeside.csv
420057,MCLEOD MEDICAL CENTER - DARLINGTON,SC,DARLINGTON,https://www.mcleodhealth.org/,https://www.mcleodhealth.org/about-us/price-transparency/,
340039,IREDELL MEMORIAL HOSPITAL INC,NC,STATESVILLE,https://www.iredellhealth.org/,https://www.iredellhealth.org/patients-and-visitors/billing-and-insurance/,https://res.cloudinary.com/dpmykpsih/raw/upload/iredell-health-system-site-359/media/r/3dfdcffd37e141068968e1884020766e/56-0591303_iredellmemorialhospital_standardcharges_2022.csv
521339,ASPIRUS MERRILL HOSPITAL,WI,MERRILL,https://www.aspirus.org/,https://www.aspirus.org/price-estimate,https://www.aspirus.org/Uploads/Public/Documents/Bill/StandardCharges/390808503_aspirus-merrill-hospital_standardcharges.JSON
383300,SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,OR,PORTLAND,https://www.shrinerschildrens.org/en,https://www.shrinerschildrens.org/en/standard-charges,https://www.cdmpricing.com/2823b8d43138258b7c2cb40fea30d548|https://www.shrinerschildrens.org/-/media/files/shc/other/standard-charges/2021/shriners_portland_draft_mr_cdm_210712_v2_final.ashx
491309,LEE COUNTY COMMUNITY HOSPITAL,VA,PENNINGTON GAP,https://www.balladhealth.org/,,
361302,TWIN CITY MEDICAL CENTER,OH,DENNISON,https://www.trinitytwincity.org/,https://www.trinitytwincity.org/hospital-information/financial-assistance-services/hospital-price-transparency-standard-charges,https://www.trinitytwincity.org/upload/275401105_twin-city-medical-center_standardcharges_1.csv
314005,ANCORA PSYCH HOSP,NJ,HAMMONTON,https://www.nj.gov/health/integratedhealth/hospitals/ancora/,,
452062,POST ACUTE MEDICAL AT LULING LLC,TX,LULING,https://pamhealth.com/,https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-Luling,https://search.hospitalpriceindex.com/allServices/Specialty%20Hospital%20of%20Luling/8339/all
280131,MIDWEST SURGICAL HOSPITAL LLC,NE,OMAHA,https://mwsurgicalhospital.com/,https://mwsurgicalhospital.com/patients/,https://mwsurgicalhospital.com/wp-content/uploads/38-3712521_MidwestSurgicalHospital_standardcharges.xlsx
450090,NORTH TEXAS MEDICAL CENTER,TX,GAINESVILLE,https://ntmconline.net/,https://ntmconline.net/your-hospital/pricing-transparency/,https://secure.claraprice.net/price-transparency/5f8e2f5a25/machine-readable/75-2047848_north-texas-medical-center_standardcharges.json
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,SC,CHARLESTON,https://www.rsfh.com/,https://www.rsfh.com/billing-financial-assistance/,https://www.rsfh.com/upload/docs/Patients%20and%20Visitors/Bon-Secours-St-Francis-Hospital-standardcharges.xlsx
340040,VIDANT MEDICAL CENTER,NC,GREENVILLE,https://locations.ecuhealth.org/,https://www.ecuhealth.org/patients-and-families/your-bill/pricing-transparency/,https://www.ecuhealth.org/wp-content/uploads/2022/11/56-0585243_ecu-health-medical-center_standardcharges.zip
521340,MAYO CLINIC HEALTH SYSTEM-RED CEDAR,WI,MENOMONIE,https://www.mayoclinichealthsystem.org/,https://www.mayoclinichealthsystem.org/locations/menomonie/billing/cms-hospital-pricing,https://mcorgstatic.blob.core.windows.net/cms-price/390813418_mayo-clinic-health-system-red-cedar_standardcharges.csv
384008,OREGON STATE HOSPITAL DISTINCT PART,OR,SALEM,https://www.oregon.gov/oha/osh/pages/index.aspx,https://www.oregon.gov/oha/OSH/Pages/List-of-All-Oregon-State-Hospital-Charges.aspx,https://www.oregon.gov/oha/OSH/Documents/930576060_Oregon_State_Hospital_standardcharges.csv
361303,LODI COMMUNITY HOSPITAL,OH,LODI,https://my.clevelandclinic.org/,https://my.clevelandclinic.org/patients/billing-finance/comprehensive-hospital-charges,https://my.clevelandclinic.org/-/scassets/files/org/patients-visitors/hospital-standard-charge-files/340718390_lodi-hospital_standardcharges.csv
452067,KPC PROMISE HOSPITAL OF DALLAS,TX,DALLAS,http://dallas.kpcph.com/,http://dallas.kpcph.com/cms-price-transparency/,https://kpcph.com/wp-content/uploads/2022/02/83-4250847_KPC-Promise-Hospital-of-Dallas-LLC_standardcharges.csv
314011,UNIVERSITY BEHAVIORAL HEALTH CARE,NJ,PISCATAWAY,https://ubhc.rutgers.edu/,https://ubhc.rutgers.edu/about-us/patient-information/patient-financial-information.xml,https://ubhc.rutgers.edu/documents/About%20Us/221980408_Rutgers-UBHC_standard%20charges.csv
491991,LYNN HOUSE OF POTOMAC VALLEY,VA,ALEXANDRIA,https://www.lynnhouse.org/,,
280132,"BELLEVUE MEDICAL CENTER, LLC",NE,BELLEVUE,https://www.nebraskamed.com/,https://www.nebraskamed.com/patients/billing/current-hospital-prices,https://www.nebraskamed.com/sites/default/files/documents/noindex/BellevueMedicalCenter_StandardCharges_20201224.csv
450092,FORT DUNCAN MEDICAL CENTER,TX,EAGLE PASS,https://www.fortduncanmedicalcenter.com/,https://www.fortduncanmedicalcenter.com/patients-visitors/pricing-guide,https://uhsfilecdn.eskycity.net/ac/233044530_fort-duncan-regional-medical-center_standardcharges.csv
340041,CALDWELL MEMORIAL HOSPITAL,NC,LENOIR,https://www.caldwellmemorial.org/,https://www.caldwellmemorial.org/patients-visitors/billing-financial-assistance/standard-charges/,http://portalapprev.com/ptapp/#62bfdf8b1690285fcd35da91d1edbbbbf2c5721dcbbbd16e7e2e7b7d8de3e597
420066,LAKE CITY COMMUNITY HOSPITAL,SC,LAKE CITY,,,
384012,CEDAR HILLS HOSPITAL,OR,PORTLAND,https://cedarhillshospital.com/,https://cedarhillshospital.com/standard-services/,https://uhsfilecdn.eskycity.net/bh/262343447-cedar-hills-standard_charges.csv
521341,RICHLAND HOSPITAL,WI,RICHLAND CENTER,https://www.richlandhospital.com/,https://www.richlandhospital.com/patients-visitors/healthcare-pricing-information/,https://search.hospitalpriceindex.com/hpi2/hospital/Richland%20Hospital/8733
452068,KPC PROMISE HOSPITAL OF WICHITA FALLS LLC,TX,WICHITA FALLS,https://wichitafalls.kpcph.com/,http://wichitafalls.kpcph.com/cms-price-transparency/,https://kpcph.com/wp-content/uploads/2022/02/83-4295134_KPC-Promise-Hospital-of-Wichita-Falls-LLC_standardcharges.csv
361304,GREENFIELD AREA MEDICAL CENTER,OH,GREENFIELD,https://www.adena.org/,https://www.adena.org/patients-and-visitors/billing-and-financial-services,https://www.cdmpricing.com/0aaa10befe0bc4b97e24e5dee8223743/standard-charges
492001,LAKE TAYLOR TRANSITIONAL CARE HOSPITAL,VA,NORFOLK,https://www.laketaylor.org/,,
314012,HACKENSACK MERIDIAN HEALTH CARRIER CLINIC,NJ,BELLE MEAD,https://www.hackensackmeridianhealth.org/en,https://www.hackensackmeridianhealth.org/en/Pay-Bill/Price-Estimates/Charge-Description-Master,https://www.hackensackmeridianhealth.org/-/media/Project/HMH/HMH/shared/Files/CDM/CDM-CarrierClinic.xlsx
450097,HCA HOUSTON HEALTHCARE SOUTHEAST,TX,PASADENA,https://hcahoustonhealthcare.com/,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/621801359_hca-houston-southeast_standardcharges.csv
280133,"NEBRASKA SPINE HOSPITAL, LLC",NE,OMAHA,https://nebraskaspinehospital.com/,https://nebraskaspinehospital.com/chargemaster/,https://nebraskaspinehospital.com/wp-content/uploads/2022/01/NSH-Chargemaster_1.3.2022.xlsx
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,SC,BEAUFORT,https://www.bmhsc.org/,,
340042,ONSLOW MEMORIAL HOSPITAL,NC,JACKSONVILLE,https://www.onslow.org/,https://www.onslow.org/billing-insurance,https://pricetransparency.blob.core.windows.net/onslowmemorialhospital/56-2014989_onslowmemorialhospital_standardcharges.csv
